product_category_name,order_item_id,price,freight_value,review_score,review_comment_title,review_comment_message
esporte_lazer,1,49.9,18.23,3,Boa,Ao contrário da Poli House entregou o produto solicitado e bem antes do prazo previsto. Estou aguardando solução da Poli House para a compra que não tiveram o produto para me entregar. 
cool_stuff,1,125.0,57.42,5,Cinco estrelas ,Muito boa 
cama_mesa_banho,2,29.99,34.42,1, Entrega parcial,"Comprei 2 produtos, no entanto apenas 1 foi entregue até o momento. No aguardo do Contato da loja para acerto! "
cama_mesa_banho,1,95.0,3.44,1, Entrega parcial,"Comprei 2 produtos, no entanto apenas 1 foi entregue até o momento. No aguardo do Contato da loja para acerto! "
cama_mesa_banho,1,29.99,18.31,4,Recomendo,"O produto chegou antes do prazo, exatamente o que pedi os entregadores muito gentis."
cama_mesa_banho,1,29.99,18.31,1,negativa,"utilizo o site das amaericanas a muitos anos, sempre tive um bom retorno, as vezes demora,mas os produtos chegam sempre embalados. mas dessa vez não recebi, por isso a avaliação negativa."
automotivo,1,179.49,17.23,5,Excelente,"Ainda não testei, mas parace ser um Excelente produto e foi entregue antes do prazo."
fashion_bolsas_e_acessorios,1,23.99,12.79,5,Compra,Excelente 
automotivo,1,499.99,69.17,2,Meu pedido,"Fiz essa compra já tem quase um mês, e até agora ainda não recebi meu pedido. "
telefonia,2,24.9,7.47,2,Película para camera,"Não foi entregue!,,"
telefonia,1,34.99,7.47,2,Película para camera,"Não foi entregue!,,"
telefonia,1,24.9,7.43,5,Ótimo Produto!,Recomendo!!!
eletronicos,1,12.9,18.23,3,7,Não recebi 
eletronicos,1,12.9,7.39,1,Material faltando,"Bom dia
Comprei 2 controles e chegou apenas 1"
eletronicos,2,12.9,7.39,1,Material faltando,"Bom dia
Comprei 2 controles e chegou apenas 1"
automotivo,1,109.9,15.84,5,TOP,"Muito boa, reforçado cabo de aço, chave tetra, comprei para prender minha magrela, recomendo
"
cama_mesa_banho,1,69.99,27.22,1,Péssimo ,"Além de não entregar o produto, fiz uma reclamação é não deram nenhuma satisfação."
eletronicos,1,32.9,18.29,5,Vou devolver,"Devido incompatibilidade vou devolver, ótimo produto! "
eletronicos,1,32.9,7.45,5,Ok,Atende
relogios_presentes,1,119.0,19.74,5,Excelente ,"Produto conforme descrito, entrega rápida. "
casa_construcao,1,773.75,33.45,5,Muito bom ,"Embora eu ainda nao instalei, mas me parece um produto muito bom, chegou rapido, bem antes da data da entrega. Recomendo a todos. "
utilidades_domesticas,1,18.95,13.47,1,recomendo ,Estou aguardando uma posição da loja em relação a disponibilidade do produto
utilidades_domesticas,1,18.95,13.47,1,recomendo,Estou aguardando uma posição da loja em relação a disponibilidade do produto
consoles_games,1,81.9,16.76,5,TUDO OK,TUDO OK
consoles_games,2,81.9,16.76,5,TUDO OK,TUDO OK
consoles_games,3,81.9,16.76,5,TUDO OK,TUDO OK
esporte_lazer,1,58.9,8.29,5,Recomendo.,Recomendo.
esporte_lazer,2,58.9,8.29,5,Recomendo.,Recomendo.
eletrodomesticos,1,84.0,18.47,5,Ótimo,"Parabéns vendedor ótimo profissional
"
esporte_lazer,1,34.0,7.5,5,Super recomendo,Produto entregue antes do prazo acordado.
esporte_lazer,2,34.0,7.5,5,Super recomendo,Produto entregue antes do prazo acordado.
bebes,1,99.0,22.22,5,Antes do prazo ,Tudo certo produto ótimo e ainda foi entregue muito antes do prazo 
eletronicos,1,72.0,21.58,5,Prazo,"Produto enviado dentro do prazo. Como ainda não tive contato com a mercadoria, não posso opinar em relação à qualidade."
eletronicos,2,72.0,21.58,5,Prazo,"Produto enviado dentro do prazo. Como ainda não tive contato com a mercadoria, não posso opinar em relação à qualidade."
eletronicos,1,72.0,32.3,4,Satisfeito,"Produto chegou no prazo, e deu tudo certo"
eletronicos,1,72.0,12.43,5,Indico ,Produto correto de qualidade e com envio muito antes do prazo. Recomendo.
telefonia,1,44.5,7.39,5,Produto top,Gostei muitoa película protege e não prejudica nada na sensibilidade do touch
cama_mesa_banho,1,29.99,18.77,5,Excelente,"Sou cliente baratheon há algum tempo e sempre recebi meus produtos no prazo e perfeito, sem haver necessidade de troca. "
cama_mesa_banho,2,29.99,18.77,5,Excelente,"Sou cliente baratheon há algum tempo e sempre recebi meus produtos no prazo e perfeito, sem haver necessidade de troca. "
cool_stuff,1,188.0,15.36,5,Dentro do prazo,"Qualidade, segurança e rapidez na entrega.
?????"
cool_stuff,1,181.0,37.96,1,Decepcionado ,"Eu comprei o produto, a qualidade dele não é a oque esperei, o valor na nota fiscal veio diferente do preço anunciado, tentei entrar em contato com vocês 5 vezes, para devolver o produto e vocês nada."
cool_stuff,1,189.9,19.21,5,Produto ótimo.,"O produto é novo e vem com caixa , recomendo."
cool_stuff,1,188.0,38.23,5,Maravilhosa..,Compro a bastante tempo nas lannister e os produtos sempre chegam bem antes do prazo e são de ótimas qualidades 
cool_stuff,1,184.9,19.39,5,Super Recomendo,parabens ao grupo stark chegou antes do prazo produto de qualidade ... 
construcao_ferramentas_seguranca,1,109.0,13.42,5,Melhor que esperado ,Ótimo fornecedor 
cama_mesa_banho,1,55.0,23.19,5,Otimo,chegou no prazo produto bom
cama_mesa_banho,2,55.0,23.19,5,Otimo,chegou no prazo produto bom
cama_mesa_banho,1,55.0,11.72,3,Pendente entrega,Nao chegou o cobertor
beleza_saude,2,29.9,11.72,3,Pendente entrega,Nao chegou o cobertor
cama_mesa_banho,1,55.0,12.83,1,Mm,Não sei pq a venda foi dividida em duas partes. Não gostei. A parte que coube às L Ameicanas não foi cumprida. 
cama_mesa_banho,2,55.0,12.83,1,Mm,Não sei pq a venda foi dividida em duas partes. Não gostei. A parte que coube às L Ameicanas não foi cumprida. 
cama_mesa_banho,1,55.0,14.7,1,?,Ainda não recebi
cama_mesa_banho,1,55.0,14.7,5,super recomendo,"ótima loja , preços muito bom , entrega super rápida , recomendo a todos "
cama_mesa_banho,1,49.0,12.79,5,ótima ,Produto excelente. Correspondeu as expectativas.
cama_mesa_banho,1,55.0,18.27,3,recomentdo,"Produto bom, é fino, mas aquece"
bebes,1,14.99,7.39,3,Cuidado com a imagem,"A única observação é que se trata apenas de um teimosinho, o que pela imagem parece que receberá dois."
bebes,1,14.99,7.39,3,Especificar o conteúdo ,"A imagem divulgada da a impressão de que se trata de dois itens, porém na verdade é apenas um."
automotivo,1,149.0,29.69,2,Produto faltante ,Só me enviou um produto de dois comprados no mesmo pedido ...
automotivo,2,99.99,5.24,2,Produto faltante ,Só me enviou um produto de dois comprados no mesmo pedido ...
esporte_lazer,1,39.0,7.53,4,Boa loja,Bom 
esporte_lazer,1,49.9,15.45,5,Muito boa,O produto chegou dentro do prazo.
esporte_lazer,1,39.0,15.37,5,super recomendo ,fis uma execenti conpra muito bem atendido valeu 
esporte_lazer,1,49.9,18.45,5,ótimo ,Fiquei contente com a agilidade de vocês e a preocupação que vocês tem com os clientes. Parabéns. 
esporte_lazer,1,39.0,7.53,4,Recomendo,Ainda experimentando o produto
esporte_lazer,1,39.0,15.37,5,Recomendo!,Entrega muito rápida!
esporte_lazer,1,39.0,22.99,3,Ótimo ,Muito bom o produto 
construcao_ferramentas_construcao,1,40.9,16.48,5,ótimo,"produto ótimo entregue antes do prazo, agora é só esperar o friozinho do sul passar pra testar no meu banheiro"
climatizacao,1,46.2,18.42,5,Recomendo ,Tudo dentro do esperado. 
automotivo,1,64.8,19.42,5,Muito bom!!!!!!,Recomendo!!!!!
beleza_saude,1,95.0,13.33,5,Ótimo,Rápido e correto. Recomendo.
esporte_lazer,1,84.9,16.78,5,Entrega Super Rápida,Recomendo!!
ferramentas_jardim,1,44.0,23.11,5,Recomendo com restrições.,"Bom para aplicação de defensivos e adubos diluídos. Produto reforçado, boa pressão, mas esguicho bem fraco."
ferramentas_jardim,1,44.0,14.44,5,targaryen APROVADA!,"targaryen APROVADA! Faltou apenas uma embalagem de papelão além da embalagem principal do próprio produto, mais por segurança. Mas eu recomendo a loja e o produto."
cool_stuff,1,51.99,9.11,5,Excelente ,"Amei ... Chegou bem antes do braço, recomendo "
ferramentas_jardim,1,329.9,14.33,5,super recomendo,"RECEBI TUDO CERTINHO , MAIS AINDA NAO USEI, GOSTEI DO VISUALDA FERRAMENTA."
consoles_games,1,60.03,15.52,2,Cadê meu produto,Já to a tempo esperando e a unica mensagem que recebi foi que meu pedido não foi enviado e depois nada.
climatizacao,1,190.0,30.82,1,Fui enganado,Fui enganado por um produto similar ao da bosch....nao prestei atenção na hora de comprar...quando foi minha surpresa ao receber e vi que era um produto similar...se fosse pra comprar um produto desse
climatizacao,1,190.0,44.05,1,Não recebi o produto,Dos 7 produtos que comprei recebemos apenas 1 mandei mensagem mas até agora sem resposta
climatizacao,2,190.0,44.05,1,Não recebi o produto,Dos 7 produtos que comprei recebemos apenas 1 mandei mensagem mas até agora sem resposta
climatizacao,3,190.0,44.05,1,Não recebi o produto,Dos 7 produtos que comprei recebemos apenas 1 mandei mensagem mas até agora sem resposta
climatizacao,4,190.0,44.05,1,Não recebi o produto,Dos 7 produtos que comprei recebemos apenas 1 mandei mensagem mas até agora sem resposta
climatizacao,5,190.0,44.05,1,Não recebi o produto,Dos 7 produtos que comprei recebemos apenas 1 mandei mensagem mas até agora sem resposta
climatizacao,6,190.0,44.05,1,Não recebi o produto,Dos 7 produtos que comprei recebemos apenas 1 mandei mensagem mas até agora sem resposta
climatizacao,7,190.0,44.05,1,Não recebi o produto,Dos 7 produtos que comprei recebemos apenas 1 mandei mensagem mas até agora sem resposta
esporte_lazer,1,159.99,37.28,5,Bom,"Entregou antes do prazo 
Excelente "
esporte_lazer,1,159.99,20.31,5,Dez,Muito bom compra com VCS minha patroa tá impolgada
esporte_lazer,1,159.99,20.31,5,Ótimo,Ótima vendedor
relogios_presentes,1,1200.0,45.09,1,Produto incorreto,Preciso da devolução imediata do valor da compra
fashion_bolsas_e_acessorios,1,115.0,15.66,5,Excelente ,"Recebi o produto muito rápido. Recomendo, a qualidade é ótima! "
fashion_bolsas_e_acessorios,1,115.0,27.54,3,Descrição deixou a deseja,"As informações da descrição do produto eram poucas e me levaram a idealizar um produto um pouco diferente do que comprei, não satisfazendo totalmente as minhas necessidades. "
livros_interesse_geral,1,44.9,13.89,5,Muito bom ,Muito profissional a entrega. Perfeito! Ainda teriam 3 dias para entregar e já está na mão. Minha filha é quem agradece. 
utilidades_domesticas,1,18.75,13.71,5,Recomendo sim,"Na verdade, eu fiquei foi surpreso com a rapidez da entrega. Realmente foi muito antes do prazo estipulado."
moveis_decoracao,1,99.0,23.49,5,eu recomendo muito bom,"muito bom
"
ferramentas_jardim,1,97.5,14.99,5,supr recomendo,"produto bom, leve, forte. Facil utilização.entrega super rápida"
esporte_lazer,1,64.89,23.17,1,Péssimo,O produto recebido é diferente e inferior ao adquirido.Não confere com as especificações anunciadas.
telefonia,1,27.99,15.23,4,Recomendo,"Uma compra simples, e uma entrega dentro do prazo esperado. O produto parece de boa qualidade. Com mais dias de uso, claro, poderia dar uma opinião mais adequada."
perfumaria,1,9.9,15.23,5,muito bom!!,Entrega antes do Prazo
perfumaria,2,9.9,15.23,5,muito bom!!,Entrega antes do Prazo
esporte_lazer,1,25.99,18.28,5,Recomendo ,"Adorei 
Chegou em 2 dias "
esporte_lazer,1,25.99,7.44,1,Nao recebi o produto,Espero ainda receber o produto🙏🏻
perfumaria,1,199.9,10.13,5,super recomendo,"Tudo perfeito, produto, prazo e principalmente o preço!!"
esporte_lazer,1,109.0,39.03,1,Luvas,Comprei mas nao veio entrega ainda queria dabe onde esta o produto
esporte_lazer,1,99.0,14.05,5,Entrega Rapida,Recebi o produto em tempo recorde e da forma solicitada. 
telefonia,1,14.0,7.39,1,Decepção,"A compra feita em janeiro, não entregue, agora, com restituição do valor através de voucher, nada de entregar."
eletronicos,1,25.9,37.09,5,Nota 10,"O controle funcionou perfeitamente. Além disso, chegou antes do prazo e com nota fiscal. Recomendo!!!"
eletronicos,1,18.9,15.23,5,Otima,Muito bom atendimento e serviço prestado!
cama_mesa_banho,1,26.9,12.85,5,entrega boa,"o material nunca é igual a impressão que temos na tela, de toda forma o serviço foi muito bom."
perfumaria,1,149.9,14.17,1,Entrega Incompleta,Eu comprei 2 perfumes e veio apenas um! Quero o estorno do meu dinheiro!
perfumaria,2,149.9,14.17,1,Entrega Incompleta,Eu comprei 2 perfumes e veio apenas um! Quero o estorno do meu dinheiro!
perfumaria,1,146.99,19.13,5,Super recomendo!,Vendendor perfeito! Recomendo a todos!
perfumaria,1,146.99,22.96,5,Super recomendo ,"Parabéns pelo comprometimento com os clientes, Obrigada "
esporte_lazer,1,59.9,15.3,1,Nunca mais compro!,"Comprei 2 bolsas com 2 garrafas do fluminensevno mesmo pedido, iguais, recebi 1 bolsa e 1 garrafa, na nota constam 2 e só recebi um código de rastreamento sem nenhuma informação de postagens separadas"
esporte_lazer,2,59.9,15.3,1,Nunca mais compro!,"Comprei 2 bolsas com 2 garrafas do fluminensevno mesmo pedido, iguais, recebi 1 bolsa e 1 garrafa, na nota constam 2 e só recebi um código de rastreamento sem nenhuma informação de postagens separadas"
eletroportateis,1,69.0,16.45,5,Super recomendo,A loja é ótima. O produto chegou até antes do previsto e bem acondicionado. 
cama_mesa_banho,1,142.99,29.91,2,mercadoria entregue ,"Ainda falta entregar uma colcha de cama de casal.
um dos jogos de lençol não foi o mesmo que escolhi."
cama_mesa_banho,2,129.9,2.99,2,mercadoria entregue ,"Ainda falta entregar uma colcha de cama de casal.
um dos jogos de lençol não foi o mesmo que escolhi."
fashion_bolsas_e_acessorios,1,109.9,18.87,5,Adorei ,"Tudo certo, bem embalado, chapéu lindo! "
moveis_sala,1,79.9,50.85,5,Produto muito bom,Produto de ótima qualidade e entregue muito antes do prazo.
relogios_presentes,2,199.9,20.08,1,NÃO entregue,Comprei 2 relógios mas só chegou 1. Já mandei mensagens informando e até agora não tive respostas.
cool_stuff,1,197.9,2.01,1,NÃO entregue,Comprei 2 relógios mas só chegou 1. Já mandei mensagens informando e até agora não tive respostas.
beleza_saude,1,71.0,8.66,4,chegou antes do prazo!!! ,:)
utilidades_domesticas,1,104.97,16.93,1,Ruim,Demora a entrega do produto
utilidades_domesticas,1,104.97,18.54,5,Muito satisfeita,"O produto é para uma pessoa, ainda não foi testado, espero que funcione bem num fogão por indução, que é o propósito. 
Obrigada a todos! Parceiro e lannister!! "
informatica_acessorios,1,129.0,19.0,5,super recomendo,Excelente obrigado chegou antes do prazo tudo perfeito.funcionando maravilhosamente.abracos.
informatica_acessorios,1,129.0,23.62,5,Prazo certo,Chegou no prazo e chegou sem defeitos
cama_mesa_banho,1,49.0,20.52,2,PRODUTO FORA DE EMBALAGEM,"Produto sem embalagem e etiqueta. Não entendi a proposta. Creio que veio de uma tecelagem, pois os lençóis vieram sem embalagem do produto e etiqueta."
cama_mesa_banho,2,85.9,20.52,2,PRODUTO FORA DE EMBALAGEM,"Produto sem embalagem e etiqueta. Não entendi a proposta. Creio que veio de uma tecelagem, pois os lençóis vieram sem embalagem do produto e etiqueta."
automotivo,1,189.0,17.51,5,Ótimo produto!,"Além de um ótimo produto o prazo foi insuperável!
Entrega em 4 dias!!!"
sinalizacao_e_seguranca,1,29.0,18.23,1,tranca moto,produto fraco
automotivo,1,229.99,58.38,4,muito bom,bom de muita utilidade
automotivo,1,229.99,43.89,5,recomendo,atende o que promete tipo pelo valor ta dentro do que promete
automotivo,1,229.99,19.41,5,Gratidao,Muito bom o apoio
automotivo,1,229.99,19.41,2,Pontual ,"Recebi o produto, ainda não usei portanto, não posso qualificar o mesmo "
automotivo,1,229.99,19.49,3,Nota3,"Comprar um produto correto na capa mas interno ser outro.???????
"
relogios_presentes,1,124.9,13.53,5,LINDO!!,"Super leve, porem nas fotos aparenta ser um pouco maior. Pequeno e lindo!"
moveis_decoracao,1,35.0,16.32,1,Não recebi o produto.,Comprei três luminárias e só chegou uma...
moveis_decoracao,2,35.0,16.32,1,Não recebi o produto.,Comprei três luminárias e só chegou uma...
moveis_decoracao,3,35.0,16.32,1,Não recebi o produto.,Comprei três luminárias e só chegou uma...
moveis_decoracao,1,35.0,13.83,5,Otimo Produto,"Produto excelente, de custo baixo, ou seja juntou o util ao agradevel.
"
moveis_decoracao,2,35.0,13.83,5,Otimo Produto,"Produto excelente, de custo baixo, ou seja juntou o util ao agradevel.
"
consoles_games,1,39.9,20.99,5,Tudo certo ,"Produto muito bom, tudo certo no meu PS4, recomendo."
construcao_ferramentas_construcao,1,236.9,24.24,4,Boa.,Eu gostei porém não estarei aínda.
cama_mesa_banho,1,219.0,27.61,3,Entrega ok produto errado,"Adquiri a cortina pois gostei dos detalhes e preço e preço, mas a cortina chegou com a cor muito diferente da imagem, e sem os detalhes. Apesar de ser bonita, não a instalei, e não sei se vou ficar. "
malas_acessorios,1,97.0,27.41,5,Perfeito !!,Muito feliz com a compra. 
utilidades_domesticas,1,25.0,8.88,3,O produto enviado eh ,"O produto enviado não condiz com a descrição.
No nome do produto informa que eh porta shampoo rádio relógio, logo entende- se que possui o recurso ( radio e relogio) e não verdade eh um adesivo"
automotivo,1,1788.0,33.82,2,pesqusar antes de comprar,O produto não deu certo no meu veiculo por isso que estou devolvendo 
esporte_lazer,1,32.0,7.48,5,Excelente,"Loja que respeita o consumidor. Produto entregue dentro do prazo, em perfeito estado."
esporte_lazer,2,32.0,7.48,5,Excelente,"Loja que respeita o consumidor. Produto entregue dentro do prazo, em perfeito estado."
industria_comercio_e_negocios,1,69.0,36.4,3,Produto Incompleto,"Boa tarde,
Faltaram pecinhas para a montagem das araras. Conclusão, elas não param em pé. Já abri um chamado.
Obrigada!"
industria_comercio_e_negocios,2,69.0,36.4,3,Produto Incompleto,"Boa tarde,
Faltaram pecinhas para a montagem das araras. Conclusão, elas não param em pé. Já abri um chamado.
Obrigada!"
industria_comercio_e_negocios,3,69.0,36.4,3,Produto Incompleto,"Boa tarde,
Faltaram pecinhas para a montagem das araras. Conclusão, elas não param em pé. Já abri um chamado.
Obrigada!"
industria_comercio_e_negocios,1,79.0,18.63,1,nao recomendo,"Bom dia,gostaria de saber porque meu pedido veio errado e porque eu pedi a troca e vcs me mandaram errado de novo,pois pedi uma arara cromada vcs me mandaram em branco fiz a troca e vcs me mandaram br"
industria_comercio_e_negocios,1,69.0,50.28,4,BOA COMPRA,TUDO OK
industria_comercio_e_negocios,2,69.0,50.28,4,BOA COMPRA,TUDO OK
industria_comercio_e_negocios,3,69.0,50.28,4,BOA COMPRA,TUDO OK
industria_comercio_e_negocios,1,79.0,34.09,5,Recomendo,Tudo certo com o produto! Recebi antes do prazo estabelecido e o produto está em conformidade com o anúncio!
industria_comercio_e_negocios,1,79.0,23.09,5,Ótimo. ,Chegou no prazo. 
industria_comercio_e_negocios,2,79.0,23.09,5,Ótimo. ,Chegou no prazo. 
beleza_saude,1,49.9,37.04,5,Recomendo,"Apesar da paralisação dos caminhoneiros no final de maio, o produto chegou no final do prazo sugerido no sistema. Foram bem atenciosos no sistema de SAC quando perguntei com relação ao envio."
beleza_saude,1,49.9,15.23,2,Produto com defeito,produto com defeito
beleza_saude,1,49.9,17.06,1,Arrependimento ,Não deveria ter comprado 
beleza_saude,1,49.9,13.34,4,Aparelho muito bom,Aaprelho atende expectativa para auxiliar no tratamento com fisioterapia.
brinquedos,1,32.9,18.23,5,excelente,excelente
brinquedos,2,32.9,18.23,5,excelente,excelente
brinquedos,1,32.9,15.23,3,qualidade discutivel,"A qualidade do produto é discutível, mas pelo preço até que dá para encarar."
eletrodomesticos,1,55.0,67.31,4,Entrega no prazo ,Só não Gostei do sistema de Rastreamento antes você via a todo instante e agora só atualiza depois das 18:30 
fashion_bolsas_e_acessorios,1,79.9,7.74,5,Excelênte,"O produto chegou até antes do prazo,estou satisfeitissímo.Obrigado,continuem assim,tenho certeza que conquistarão mais e mais clientes.Muito obrigado pela atenção."
informatica_acessorios,1,39.9,19.47,3,nnnnn,gfhhhhhhhhhh
informatica_acessorios,2,39.9,19.47,3,nnnnn,gfhhhhhhhhhh
cama_mesa_banho,2,53.9,21.15,3,Entrega,A entrega ocorreu no prazo estipulado.
cama_mesa_banho,1,53.9,21.16,3,Entrega,A entrega ocorreu no prazo estipulado.
relogios_presentes,1,510.99,16.24,2,Ótima loja,"Produto deixa muito a desejar!
 Um relógio digital sem luz isso é impossível ao meu ver pelo menos para mim!"
esporte_lazer,1,185.9,23.88,5,Gostei ,"Muito resistente, ainda não peguei chuva com ela , apesar de ser 45l ela é grande , muito boa mesmo "
bebes,1,73.99,16.71,1,Produto não entregue ,Já passou há muito tempo do prazo estipulado e ainda não recebi o produto 
moveis_decoracao,1,29.99,12.51,3,Poderia melhorar,As peças vinheram desmontadas e algumas delas vinheram maiores dificultando a montagem das peças.
moveis_decoracao,1,29.99,17.95,5,.,Veio faltando uma pecinha pequena o puxador da tampinha dos potinhos.
moveis_decoracao,1,29.99,26.51,3,Bom,A lixeira serve só pra por contonete e algodão sujo muito pequeno 
moveis_decoracao,1,29.99,12.51,5,compra aprovada,"Minha esposa comprou um kit de madeira para colocar no quarto do nosso bebê que irá nascer em breve, compramos e depois de uma semana conforme o combinado, chegou o nosso kit estamos muito satisfeito."
moveis_decoracao,1,29.99,17.34,5,Excelente ,Veio antes do prazo de entrega. 
moveis_decoracao,1,29.99,23.72,4,Recomendo,Excelente produto. 
moveis_decoracao,1,29.99,17.96,5,Excelente,Excelente produto e entrega rápida! Satisfeita!
moveis_decoracao,2,29.99,17.96,5,Excelente,Excelente produto e entrega rápida! Satisfeita!
telefonia,1,1099.0,25.79,5,Ótimo produto! ,Atendimento nota 10.Produto excelente. 
informatica_acessorios,1,99.9,22.41,3,Ruim,Pedindo cancelamento na mesma hora da compra e insistiram em entregar. Neguei o recebimento do correio e devolvi.
bebidas,1,152.42,48.12,5,Entrega perfeita e ágil!!,Muito bem embalado e dentro do prazo.
cama_mesa_banho,1,56.99,23.2,1,Paguei e não recebi ,Essa loja nunca mais
cama_mesa_banho,1,56.99,22.98,3,não compra,achei que o material era mais grosso e a cor que eu pedi veio diferente
cama_mesa_banho,1,53.9,19.35,4,recomendo!,"Veio antes do esperado, o produto não é como eu esperava, a malha é meio fina, mas pelo preço é aceitável"
cama_mesa_banho,2,53.9,19.35,4,recomendo!,"Veio antes do esperado, o produto não é como eu esperava, a malha é meio fina, mas pelo preço é aceitável"
telefonia,1,94.99,15.77,5,Recomendo!,Chegou antes do previsto!
construcao_ferramentas_jardim,1,11.27,12.79,1,Decepção,Quase um mês e nada
construcao_ferramentas_jardim,2,11.27,12.79,1,Decepção,Quase um mês e nada
construcao_ferramentas_jardim,3,11.27,12.79,1,Decepção,Quase um mês e nada
pet_shop,1,68.5,8.64,5,Ótimo ,"Esta loja e excelente para fazer compras
"
moveis_escritorio,1,219.9,33.33,5,Produto Ok,Produto entregue conforme anunciado. Bom custo beneficio!Recomendo!
construcao_ferramentas_construcao,1,298.0,65.24,5,Como eu queria...,ótimo
brinquedos,1,149.99,43.11,5,Ótimo! ,Boneca original em perfeito estado.
perfumaria,1,186.6,10.06,5,Loção Muito boa,Ótima loção para o corpo!
